phi,theta,xValue,yValue,zValue,FILE
99,150,499,166,499,images/772.jpg
99,150,499,499,499,images/773.jpg
99,150,499,832,499,images/774.jpg
99,30,499,166,832,images/775.jpg
99,30,499,499,832,images/776.jpg
99,30,499,832,832,images/777.jpg
99,90,499,166,832,images/778.jpg
99,90,499,499,832,images/779.jpg
99,90,499,832,832,images/780.jpg
99,150,499,166,832,images/781.jpg
99,150,499,499,832,images/782.jpg
99,150,499,832,832,images/783.jpg
99,30,832,166,166,images/784.jpg
99,30,832,499,166,images/785.jpg
99,30,832,832,166,images/786.jpg
99,90,832,166,166,images/787.jpg
99,90,832,499,166,images/788.jpg
99,90,832,832,166,images/789.jpg
99,150,832,166,166,images/790.jpg
99,150,832,499,166,images/791.jpg
99,150,832,832,166,images/792.jpg
99,30,832,166,499,images/793.jpg
99,30,832,499,499,images/794.jpg
99,30,832,832,499,images/795.jpg
99,90,832,166,499,images/796.jpg
99,90,832,499,499,images/797.jpg
99,90,832,832,499,images/798.jpg
99,150,832,166,499,images/799.jpg
99,150,832,499,499,images/800.jpg
99,150,832,832,499,images/801.jpg
99,30,832,166,832,images/802.jpg
99,30,832,499,832,images/803.jpg
99,30,832,832,832,images/804.jpg
99,90,832,166,832,images/805.jpg
99,90,832,499,832,images/806.jpg
99,90,832,832,832,images/807.jpg
99,150,832,166,832,images/808.jpg
99,150,832,499,832,images/809.jpg
99,150,832,832,832,images/810.jpg
110,30,166,166,166,images/811.jpg
110,30,166,499,166,images/812.jpg
110,30,166,832,166,images/813.jpg
110,90,166,166,166,images/814.jpg
110,90,166,499,166,images/815.jpg
110,90,166,832,166,images/816.jpg
110,150,166,166,166,images/817.jpg
110,150,166,499,166,images/818.jpg
110,150,166,832,166,images/819.jpg
110,30,166,166,499,images/820.jpg
110,30,166,499,499,images/821.jpg
110,30,166,832,499,images/822.jpg
110,90,166,166,499,images/823.jpg
110,90,166,499,499,images/824.jpg
110,90,166,832,499,images/825.jpg
110,150,166,166,499,images/826.jpg
110,150,166,499,499,images/827.jpg
110,150,166,832,499,images/828.jpg
110,30,166,166,832,images/829.jpg
110,30,166,499,832,images/830.jpg
110,30,166,832,832,images/831.jpg
110,90,166,166,832,images/832.jpg
110,90,166,499,832,images/833.jpg
110,90,166,832,832,images/834.jpg
110,150,166,166,832,images/835.jpg
110,150,166,499,832,images/836.jpg
110,150,166,832,832,images/837.jpg
110,30,499,166,166,images/838.jpg
110,30,499,499,166,images/839.jpg
110,30,499,832,166,images/840.jpg
110,90,499,166,166,images/841.jpg
110,90,499,499,166,images/842.jpg
110,90,499,832,166,images/843.jpg
110,150,499,166,166,images/844.jpg
110,150,499,499,166,images/845.jpg
110,150,499,832,166,images/846.jpg
110,30,499,166,499,images/847.jpg
110,30,499,499,499,images/848.jpg
110,30,499,832,499,images/849.jpg
110,90,499,166,499,images/850.jpg
110,90,499,499,499,images/851.jpg
110,90,499,832,499,images/852.jpg
110,150,499,166,499,images/853.jpg
110,150,499,499,499,images/854.jpg
110,150,499,832,499,images/855.jpg
110,30,499,166,832,images/856.jpg
110,30,499,499,832,images/857.jpg
110,30,499,832,832,images/858.jpg
110,90,499,166,832,images/859.jpg
110,90,499,499,832,images/860.jpg
110,90,499,832,832,images/861.jpg
110,150,499,166,832,images/862.jpg
110,150,499,499,832,images/863.jpg
110,150,499,832,832,images/864.jpg
110,30,832,166,166,images/865.jpg
110,30,832,499,166,images/866.jpg
110,30,832,832,166,images/867.jpg
110,90,832,166,166,images/868.jpg
110,90,832,499,166,images/869.jpg
110,90,832,832,166,images/870.jpg
110,150,832,166,166,images/871.jpg
110,150,832,499,166,images/872.jpg
110,150,832,832,166,images/873.jpg
110,30,832,166,499,images/874.jpg
110,30,832,499,499,images/875.jpg
110,30,832,832,499,images/876.jpg
110,90,832,166,499,images/877.jpg
110,90,832,499,499,images/878.jpg
110,90,832,832,499,images/879.jpg
110,150,832,166,499,images/880.jpg
110,150,832,499,499,images/881.jpg
110,150,832,832,499,images/882.jpg
110,30,832,166,832,images/883.jpg
110,30,832,499,832,images/884.jpg
110,30,832,832,832,images/885.jpg
110,90,832,166,832,images/886.jpg
110,90,832,499,832,images/887.jpg
110,90,832,832,832,images/888.jpg
110,150,832,166,832,images/889.jpg
110,150,832,499,832,images/890.jpg
110,150,832,832,832,images/891.jpg
121,30,166,166,166,images/892.jpg
121,30,166,499,166,images/893.jpg
121,30,166,832,166,images/894.jpg
121,90,166,166,166,images/895.jpg
121,90,166,499,166,images/896.jpg
121,90,166,832,166,images/897.jpg
121,150,166,166,166,images/898.jpg
121,150,166,499,166,images/899.jpg
121,150,166,832,166,images/900.jpg
121,30,166,166,499,images/901.jpg
121,30,166,499,499,images/902.jpg
121,30,166,832,499,images/903.jpg
121,90,166,166,499,images/904.jpg
121,90,166,499,499,images/905.jpg
121,90,166,832,499,images/906.jpg
121,150,166,166,499,images/907.jpg
121,150,166,499,499,images/908.jpg
121,150,166,832,499,images/909.jpg
121,30,166,166,832,images/910.jpg
121,30,166,499,832,images/911.jpg
121,30,166,832,832,images/912.jpg
121,90,166,166,832,images/913.jpg
121,90,166,499,832,images/914.jpg
121,90,166,832,832,images/915.jpg
121,150,166,166,832,images/916.jpg
121,150,166,499,832,images/917.jpg
121,150,166,832,832,images/918.jpg
121,30,499,166,166,images/919.jpg
121,30,499,499,166,images/920.jpg
121,30,499,832,166,images/921.jpg
121,90,499,166,166,images/922.jpg
121,90,499,499,166,images/923.jpg
121,90,499,832,166,images/924.jpg
121,150,499,166,166,images/925.jpg
121,150,499,499,166,images/926.jpg
121,150,499,832,166,images/927.jpg
121,30,499,166,499,images/928.jpg
121,30,499,499,499,images/929.jpg
121,30,499,832,499,images/930.jpg
121,90,499,166,499,images/931.jpg
121,90,499,499,499,images/932.jpg
121,90,499,832,499,images/933.jpg
121,150,499,166,499,images/934.jpg
121,150,499,499,499,images/935.jpg
121,150,499,832,499,images/936.jpg
121,30,499,166,832,images/937.jpg
121,30,499,499,832,images/938.jpg
121,30,499,832,832,images/939.jpg
121,90,499,166,832,images/940.jpg
121,90,499,499,832,images/941.jpg
121,90,499,832,832,images/942.jpg
121,150,499,166,832,images/943.jpg
121,150,499,499,832,images/944.jpg
121,150,499,832,832,images/945.jpg
121,30,832,166,166,images/946.jpg
121,30,832,499,166,images/947.jpg
121,30,832,832,166,images/948.jpg
121,90,832,166,166,images/949.jpg
121,90,832,499,166,images/950.jpg
121,90,832,832,166,images/951.jpg
121,150,832,166,166,images/952.jpg
121,150,832,499,166,images/953.jpg
121,150,832,832,166,images/954.jpg
121,30,832,166,499,images/955.jpg
121,30,832,499,499,images/956.jpg
121,30,832,832,499,images/957.jpg
121,90,832,166,499,images/958.jpg
121,90,832,499,499,images/959.jpg
121,90,832,832,499,images/960.jpg
121,150,832,166,499,images/961.jpg
121,150,832,499,499,images/962.jpg
121,150,832,832,499,images/963.jpg
121,30,832,166,832,images/964.jpg
121,30,832,499,832,images/965.jpg
121,30,832,832,832,images/966.jpg
121,90,832,166,832,images/967.jpg
121,90,832,499,832,images/968.jpg
121,90,832,832,832,images/969.jpg
121,150,832,166,832,images/970.jpg
121,150,832,499,832,images/971.jpg
121,150,832,832,832,images/972.jpg
132,30,166,166,166,images/973.jpg
132,30,166,499,166,images/974.jpg
132,30,166,832,166,images/975.jpg
132,90,166,166,166,images/976.jpg
132,90,166,499,166,images/977.jpg
132,90,166,832,166,images/978.jpg
132,150,166,166,166,images/979.jpg
132,150,166,499,166,images/980.jpg
132,150,166,832,166,images/981.jpg
132,30,166,166,499,images/982.jpg
132,30,166,499,499,images/983.jpg
132,30,166,832,499,images/984.jpg
132,90,166,166,499,images/985.jpg
132,90,166,499,499,images/986.jpg
132,90,166,832,499,images/987.jpg
132,150,166,166,499,images/988.jpg
132,150,166,499,499,images/989.jpg
132,150,166,832,499,images/990.jpg
132,30,166,166,832,images/991.jpg
132,30,166,499,832,images/992.jpg
132,30,166,832,832,images/993.jpg
132,90,166,166,832,images/994.jpg
132,90,166,499,832,images/995.jpg
132,90,166,832,832,images/996.jpg
132,150,166,166,832,images/997.jpg
132,150,166,499,832,images/998.jpg
132,150,166,832,832,images/999.jpg
132,30,499,166,166,images/1000.jpg
132,30,499,499,166,images/1001.jpg
132,30,499,832,166,images/1002.jpg
132,90,499,166,166,images/1003.jpg
132,90,499,499,166,images/1004.jpg
132,90,499,832,166,images/1005.jpg
132,150,499,166,166,images/1006.jpg
132,150,499,499,166,images/1007.jpg
132,150,499,832,166,images/1008.jpg
132,30,499,166,499,images/1009.jpg
132,30,499,499,499,images/1010.jpg
132,30,499,832,499,images/1011.jpg
132,90,499,166,499,images/1012.jpg
132,90,499,499,499,images/1013.jpg
132,90,499,832,499,images/1014.jpg
132,150,499,166,499,images/1015.jpg
132,150,499,499,499,images/1016.jpg
132,150,499,832,499,images/1017.jpg
132,30,499,166,832,images/1018.jpg
132,30,499,499,832,images/1019.jpg
132,30,499,832,832,images/1020.jpg
132,90,499,166,832,images/1021.jpg
132,90,499,499,832,images/1022.jpg
132,90,499,832,832,images/1023.jpg
132,150,499,166,832,images/1024.jpg
132,150,499,499,832,images/1025.jpg
132,150,499,832,832,images/1026.jpg
132,30,832,166,166,images/1027.jpg
132,30,832,499,166,images/1028.jpg
132,30,832,832,166,images/1029.jpg
132,90,832,166,166,images/1030.jpg
132,90,832,499,166,images/1031.jpg
132,90,832,832,166,images/1032.jpg
132,150,832,166,166,images/1033.jpg
132,150,832,499,166,images/1034.jpg
132,150,832,832,166,images/1035.jpg
132,30,832,166,499,images/1036.jpg
132,30,832,499,499,images/1037.jpg
132,30,832,832,499,images/1038.jpg
132,90,832,166,499,images/1039.jpg
132,90,832,499,499,images/1040.jpg
132,90,832,832,499,images/1041.jpg
132,150,832,166,499,images/1042.jpg
132,150,832,499,499,images/1043.jpg
132,150,832,832,499,images/1044.jpg
132,30,832,166,832,images/1045.jpg
132,30,832,499,832,images/1046.jpg
132,30,832,832,832,images/1047.jpg
132,90,832,166,832,images/1048.jpg
132,90,832,499,832,images/1049.jpg
132,90,832,832,832,images/1050.jpg
132,150,832,166,832,images/1051.jpg
132,150,832,499,832,images/1052.jpg
132,150,832,832,832,images/1053.jpg
143,30,166,166,166,images/1054.jpg
143,30,166,499,166,images/1055.jpg
143,30,166,832,166,images/1056.jpg
143,90,166,166,166,images/1057.jpg
143,90,166,499,166,images/1058.jpg
143,90,166,832,166,images/1059.jpg
143,150,166,166,166,images/1060.jpg
143,150,166,499,166,images/1061.jpg
143,150,166,832,166,images/1062.jpg
143,30,166,166,499,images/1063.jpg
143,30,166,499,499,images/1064.jpg
143,30,166,832,499,images/1065.jpg
143,90,166,166,499,images/1066.jpg
143,90,166,499,499,images/1067.jpg
143,90,166,832,499,images/1068.jpg
143,150,166,166,499,images/1069.jpg
143,150,166,499,499,images/1070.jpg
143,150,166,832,499,images/1071.jpg
143,30,166,166,832,images/1072.jpg
143,30,166,499,832,images/1073.jpg
143,30,166,832,832,images/1074.jpg
143,90,166,166,832,images/1075.jpg
143,90,166,499,832,images/1076.jpg
143,90,166,832,832,images/1077.jpg
143,150,166,166,832,images/1078.jpg
143,150,166,499,832,images/1079.jpg
143,150,166,832,832,images/1080.jpg
143,30,499,166,166,images/1081.jpg
143,30,499,499,166,images/1082.jpg
143,30,499,832,166,images/1083.jpg
143,90,499,166,166,images/1084.jpg
143,90,499,499,166,images/1085.jpg
143,90,499,832,166,images/1086.jpg
143,150,499,166,166,images/1087.jpg
143,150,499,499,166,images/1088.jpg
143,150,499,832,166,images/1089.jpg
143,30,499,166,499,images/1090.jpg
143,30,499,499,499,images/1091.jpg
143,30,499,832,499,images/1092.jpg
143,90,499,166,499,images/1093.jpg
143,90,499,499,499,images/1094.jpg
143,90,499,832,499,images/1095.jpg
143,150,499,166,499,images/1096.jpg
143,150,499,499,499,images/1097.jpg
143,150,499,832,499,images/1098.jpg
143,30,499,166,832,images/1099.jpg
143,30,499,499,832,images/1100.jpg
143,30,499,832,832,images/1101.jpg
143,90,499,166,832,images/1102.jpg
143,90,499,499,832,images/1103.jpg
143,90,499,832,832,images/1104.jpg
143,150,499,166,832,images/1105.jpg
143,150,499,499,832,images/1106.jpg
143,150,499,832,832,images/1107.jpg
143,30,832,166,166,images/1108.jpg
143,30,832,499,166,images/1109.jpg
143,30,832,832,166,images/1110.jpg
143,90,832,166,166,images/1111.jpg
143,90,832,499,166,images/1112.jpg
143,90,832,832,166,images/1113.jpg
143,150,832,166,166,images/1114.jpg
143,150,832,499,166,images/1115.jpg
143,150,832,832,166,images/1116.jpg
143,30,832,166,499,images/1117.jpg
143,30,832,499,499,images/1118.jpg
143,30,832,832,499,images/1119.jpg
143,90,832,166,499,images/1120.jpg
143,90,832,499,499,images/1121.jpg
143,90,832,832,499,images/1122.jpg
143,150,832,166,499,images/1123.jpg
143,150,832,499,499,images/1124.jpg
143,150,832,832,499,images/1125.jpg
143,30,832,166,832,images/1126.jpg
143,30,832,499,832,images/1127.jpg
143,30,832,832,832,images/1128.jpg
143,90,832,166,832,images/1129.jpg
143,90,832,499,832,images/1130.jpg
143,90,832,832,832,images/1131.jpg
143,150,832,166,832,images/1132.jpg
143,150,832,499,832,images/1133.jpg
143,150,832,832,832,images/1134.jpg
154,30,166,166,166,images/1135.jpg
154,30,166,499,166,images/1136.jpg
154,30,166,832,166,images/1137.jpg
154,90,166,166,166,images/1138.jpg
154,90,166,499,166,images/1139.jpg
154,90,166,832,166,images/1140.jpg
154,150,166,166,166,images/1141.jpg
154,150,166,499,166,images/1142.jpg
154,150,166,832,166,images/1143.jpg
154,30,166,166,499,images/1144.jpg
154,30,166,499,499,images/1145.jpg
154,30,166,832,499,images/1146.jpg
154,90,166,166,499,images/1147.jpg
154,90,166,499,499,images/1148.jpg
154,90,166,832,499,images/1149.jpg
154,150,166,166,499,images/1150.jpg
154,150,166,499,499,images/1151.jpg
154,150,166,832,499,images/1152.jpg
154,30,166,166,832,images/1153.jpg
154,30,166,499,832,images/1154.jpg
154,30,166,832,832,images/1155.jpg
154,90,166,166,832,images/1156.jpg
154,90,166,499,832,images/1157.jpg
154,90,166,832,832,images/1158.jpg
154,150,166,166,832,images/1159.jpg
154,150,166,499,832,images/1160.jpg
154,150,166,832,832,images/1161.jpg
154,30,499,166,166,images/1162.jpg
154,30,499,499,166,images/1163.jpg
154,30,499,832,166,images/1164.jpg
154,90,499,166,166,images/1165.jpg
154,90,499,499,166,images/1166.jpg
154,90,499,832,166,images/1167.jpg
154,150,499,166,166,images/1168.jpg
154,150,499,499,166,images/1169.jpg
154,150,499,832,166,images/1170.jpg
154,30,499,166,499,images/1171.jpg
154,30,499,499,499,images/1172.jpg
154,30,499,832,499,images/1173.jpg
154,90,499,166,499,images/1174.jpg
154,90,499,499,499,images/1175.jpg
154,90,499,832,499,images/1176.jpg
154,150,499,166,499,images/1177.jpg
154,150,499,499,499,images/1178.jpg
154,150,499,832,499,images/1179.jpg
154,30,499,166,832,images/1180.jpg
154,30,499,499,832,images/1181.jpg
154,30,499,832,832,images/1182.jpg
154,90,499,166,832,images/1183.jpg
154,90,499,499,832,images/1184.jpg
154,90,499,832,832,images/1185.jpg
154,150,499,166,832,images/1186.jpg
154,150,499,499,832,images/1187.jpg
154,150,499,832,832,images/1188.jpg
154,30,832,166,166,images/1189.jpg
154,30,832,499,166,images/1190.jpg
154,30,832,832,166,images/1191.jpg
154,90,832,166,166,images/1192.jpg
154,90,832,499,166,images/1193.jpg
154,90,832,832,166,images/1194.jpg
154,150,832,166,166,images/1195.jpg
154,150,832,499,166,images/1196.jpg
154,150,832,832,166,images/1197.jpg
154,30,832,166,499,images/1198.jpg
154,30,832,499,499,images/1199.jpg
154,30,832,832,499,images/1200.jpg
154,90,832,166,499,images/1201.jpg
154,90,832,499,499,images/1202.jpg
154,90,832,832,499,images/1203.jpg
154,150,832,166,499,images/1204.jpg
154,150,832,499,499,images/1205.jpg
154,150,832,832,499,images/1206.jpg
154,30,832,166,832,images/1207.jpg
154,30,832,499,832,images/1208.jpg
154,30,832,832,832,images/1209.jpg
154,90,832,166,832,images/1210.jpg
154,90,832,499,832,images/1211.jpg
154,90,832,832,832,images/1212.jpg
154,150,832,166,832,images/1213.jpg
154,150,832,499,832,images/1214.jpg
154,150,832,832,832,images/1215.jpg
165,30,166,166,166,images/1216.jpg
165,30,166,499,166,images/1217.jpg
165,30,166,832,166,images/1218.jpg
165,90,166,166,166,images/1219.jpg
165,90,166,499,166,images/1220.jpg
165,90,166,832,166,images/1221.jpg
165,150,166,166,166,images/1222.jpg
165,150,166,499,166,images/1223.jpg
165,150,166,832,166,images/1224.jpg
165,30,166,166,499,images/1225.jpg
165,30,166,499,499,images/1226.jpg
165,30,166,832,499,images/1227.jpg
165,90,166,166,499,images/1228.jpg
165,90,166,499,499,images/1229.jpg
165,90,166,832,499,images/1230.jpg
165,150,166,166,499,images/1231.jpg
165,150,166,499,499,images/1232.jpg
165,150,166,832,499,images/1233.jpg
165,30,166,166,832,images/1234.jpg
165,30,166,499,832,images/1235.jpg
165,30,166,832,832,images/1236.jpg
165,90,166,166,832,images/1237.jpg
165,90,166,499,832,images/1238.jpg
165,90,166,832,832,images/1239.jpg
165,150,166,166,832,images/1240.jpg
165,150,166,499,832,images/1241.jpg
165,150,166,832,832,images/1242.jpg
165,30,499,166,166,images/1243.jpg
165,30,499,499,166,images/1244.jpg
165,30,499,832,166,images/1245.jpg
165,90,499,166,166,images/1246.jpg
165,90,499,499,166,images/1247.jpg
165,90,499,832,166,images/1248.jpg
165,150,499,166,166,images/1249.jpg
165,150,499,499,166,images/1250.jpg
165,150,499,832,166,images/1251.jpg
165,30,499,166,499,images/1252.jpg
165,30,499,499,499,images/1253.jpg
165,30,499,832,499,images/1254.jpg
165,90,499,166,499,images/1255.jpg
165,90,499,499,499,images/1256.jpg
165,90,499,832,499,images/1257.jpg
165,150,499,166,499,images/1258.jpg
165,150,499,499,499,images/1259.jpg
165,150,499,832,499,images/1260.jpg
165,30,499,166,832,images/1261.jpg
165,30,499,499,832,images/1262.jpg
165,30,499,832,832,images/1263.jpg
165,90,499,166,832,images/1264.jpg
165,90,499,499,832,images/1265.jpg
165,90,499,832,832,images/1266.jpg
165,150,499,166,832,images/1267.jpg
165,150,499,499,832,images/1268.jpg
165,150,499,832,832,images/1269.jpg
165,30,832,166,166,images/1270.jpg
165,30,832,499,166,images/1271.jpg
165,30,832,832,166,images/1272.jpg
165,90,832,166,166,images/1273.jpg
165,90,832,499,166,images/1274.jpg
165,90,832,832,166,images/1275.jpg
165,150,832,166,166,images/1276.jpg
165,150,832,499,166,images/1277.jpg
165,150,832,832,166,images/1278.jpg
165,30,832,166,499,images/1279.jpg
165,30,832,499,499,images/1280.jpg
165,30,832,832,499,images/1281.jpg
165,90,832,166,499,images/1282.jpg
165,90,832,499,499,images/1283.jpg
165,90,832,832,499,images/1284.jpg
165,150,832,166,499,images/1285.jpg
165,150,832,499,499,images/1286.jpg
165,150,832,832,499,images/1287.jpg
165,30,832,166,832,images/1288.jpg
165,30,832,499,832,images/1289.jpg
165,30,832,832,832,images/1290.jpg
165,90,832,166,832,images/1291.jpg
165,90,832,499,832,images/1292.jpg
165,90,832,832,832,images/1293.jpg
165,150,832,166,832,images/1294.jpg
165,150,832,499,832,images/1295.jpg
165,150,832,832,832,images/1296.jpg
